trainer_name,now,return_epoch,early_stop_round,hidden_size,trn_loss,val_loss,avg_trn_ano_scr,std_trn_ano_scr,avg_val_ano_scr,std_val_ano_scr,avg_tst_ano_scr,std_tst_ano_scr,avg_true_ano_scr,std_true_ano_scr,IR,roc_auc,pr_auc,sampling_term,config
BaseTrainer,2022-01-17 20:57:21.371432,99,1000,2,0.8349,0.8195,0.6178,0.3138,0.6003,0.2777,0.6801,0.2693,0.7539,0.27399999999999997,14.3,0.6026,0.3958,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
BaseTrainer,2022-01-17 20:57:22.322431,99,1000,4,0.7584,0.7484,0.5997,0.3131,0.5801,0.2757,0.6467,0.258,0.6906,0.2509,14.3,0.5621,0.3538,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
BaseTrainer,2022-01-17 20:57:23.269431,99,1000,8,0.5452,0.5466,0.4764,0.2133,0.5052,0.2575,0.5318,0.2096,0.5908,0.2242,14.3,0.601,0.4137,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:24.550432,99,1000,2,0.8779,0.8153,0.6264,0.3058,0.6179,0.2668,0.7043,0.267,0.7922,0.2842,14.3,0.62,0.4503,1,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:25.572432,99,1000,2,0.7091,0.809,0.6259,0.2998,0.6239,0.2841,0.6989,0.2576,0.7829999999999999,0.2807,14.3,0.6328,0.4751,4,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:26.548036,99,1000,2,0.833,0.8009999999999999,0.6058,0.3046,0.6044,0.2749,0.6905,0.2678,0.7739,0.2786,14.3,0.6144,0.4069,16,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:27.813197,99,1000,4,0.7868,0.74,0.5778,0.3002,0.5948,0.2795,0.6463,0.2522,0.7242,0.2857,14.3,0.6123,0.4553,1,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:28.809390,99,1000,4,0.7351,0.7307,0.5738,0.3214,0.5739,0.2713,0.6437,0.2635,0.7236,0.2722,14.3,0.6231,0.4169,4,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:29.739436,99,1000,4,0.7966,0.7405,0.5933,0.3033,0.5912,0.2714,0.6522,0.2575,0.7495,0.2723,14.3,0.6328,0.4623,16,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:30.990444,99,1000,8,0.5097,0.4781,0.4802,0.214,0.4895,0.2288,0.5424,0.2369,0.6429,0.268,14.3,0.6523,0.5039,1,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:32.032473,99,1000,8,0.6976,0.5196,0.4928,0.3053,0.5066,0.2431,0.5443,0.2272,0.5844,0.243,14.3,0.5651,0.3873,4,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 20:57:32.970627,99,1000,8,0.5898,0.5905,0.4982,0.2839,0.5345,0.2741,0.5569,0.2503,0.594,0.2725,14.3,0.5487,0.3747,16,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
BaseTrainer,2022-01-17 21:05:09.135301,199,1000,2,0.7823,0.7513,0.5794,0.2947,0.583,0.2696,0.6391,0.23800000000000002,0.6874,0.2337,14.3,0.5877,0.3737,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
BaseTrainer,2022-01-17 21:05:10.999472,199,1000,4,0.6592,0.6419,0.5449,0.3228,0.5514,0.263,0.5921,0.2459,0.6708,0.2626,14.3,0.621,0.4178,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
BaseTrainer,2022-01-17 21:05:12.884470,199,1000,8,0.4116,0.3043,0.3645,0.1709,0.3864,0.2026,0.4399,0.2058,0.5267,0.2436,14.3,0.6385,0.5219,0,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=7)"
NewTrainer,2022-01-17 21:05:15.411527,199,1000,2,0.8773,0.7709,0.6057,0.3219,0.5979,0.2893,0.6717,0.2777,0.7772,0.3056,14.3,0.6282,0.4823,1,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 21:05:17.434528,199,1000,2,0.7846,0.7356,0.5899,0.3023,0.5856,0.2551,0.6777,0.272,0.7657,0.2899,14.3,0.6241,0.4469,4,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
NewTrainer,2022-01-17 21:05:19.318680,199,1000,2,0.6454,0.7973,0.6185,0.3152,0.6092,0.292,0.6817,0.2666,0.7423,0.2691,14.3,0.5979,0.3842,16,"Namespace(batch_size=256, data='tabular', data_name='yeast-1_vs_7', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=200, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=7)"
