trainer_name,now,return_epoch,early_stop_round,hidden_size,trn_loss,val_loss,avg_trn_ano_scr,std_trn_ano_scr,avg_val_ano_scr,std_val_ano_scr,avg_tst_ano_scr,std_tst_ano_scr,avg_true_ano_scr,std_true_ano_scr,IR,roc_auc,pr_auc,sampling_term,config
BaseTrainer,2022-01-17 20:54:49.962937,99,1000,2,0.3896,0.1313,0.2532,0.221,0.2354,0.1403,0.7353,0.895,1.7501,0.9482,13.8699,1.0,1.0,0,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=9)"
BaseTrainer,2022-01-17 20:54:52.556230,99,1000,4,0.2126,0.1148,0.2277,0.1773,0.2105,0.129,0.7254,0.9135,1.7665,0.9638,13.8699,1.0,1.0,0,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=9)"
BaseTrainer,2022-01-17 20:54:55.124815,99,1000,8,0.1562,0.013000000000000001,0.0905,0.1226,0.0787,0.0391,0.5228,0.8382,1.4340000000000002,0.9654,13.8699,1.0,1.0,0,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=9)"
NewTrainer,2022-01-17 20:54:58.698427,99,1000,2,0.2392,0.1406,0.2589,0.2276,0.2373,0.1398,0.7249,0.8703,1.7231,0.9022,13.8699,1.0,1.0,1,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:01.465813,99,1000,2,0.3718,0.1264,0.2443,0.2339,0.2268,0.1334,0.7232,0.8989,1.7327,0.9699,13.8699,1.0,1.0,4,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:04.086526,99,1000,2,0.3858,0.149,0.2708,0.2107,0.2544,0.1336,0.7523,0.9025,1.7717,0.9624,13.8699,1.0,1.0,16,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:07.647739,99,1000,4,0.4814,0.036000000000000004,0.1427,0.1959,0.1256,0.0746,0.5837,0.8423,1.5103,0.9498,13.8699,1.0,1.0,1,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:10.421094,99,1000,4,0.2741,0.0423,0.1529,0.1795,0.135,0.0721,0.5920000000000001,0.8451,1.5111,0.9678,13.8699,1.0,1.0,4,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:13.038578,99,1000,4,0.33299999999999996,0.1042,0.21,0.2205,0.1929,0.1395,0.6921,0.915,1.7126,0.9969,13.8699,1.0,1.0,16,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
NewTrainer,2022-01-17 20:55:16.586930,99,1000,8,0.1117,0.0196,0.1036,0.1043,0.0926,0.0534,0.5767,0.9112,1.561,1.0567,13.8699,1.0,1.0,1,"Namespace(batch_size=256, data='tabular', data_name='shuttle-c0-vs-c4', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=9)"
