trainer_name,now,return_epoch,early_stop_round,hidden_size,trn_loss,val_loss,avg_trn_ano_scr,std_trn_ano_scr,avg_val_ano_scr,std_val_ano_scr,avg_tst_ano_scr,std_tst_ano_scr,avg_true_ano_scr,std_true_ano_scr,IR,roc_auc,pr_auc,sampling_term,config
BaseTrainer,2022-01-17 19:38:01.848373,99,1000,2,0.5426,0.4572,0.5271,0.3012,0.5316,0.2938,0.5213,0.2983,0.5249,0.2858,42.6176,0.5011,0.0852,0,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
BaseTrainer,2022-01-17 19:38:08.725448,99,1000,4,0.2705,0.1346,0.2957,0.1133,0.3069,0.1258,0.2992,0.1135,0.3408,0.1434,42.6176,0.5913,0.16899999999999998,0,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
BaseTrainer,2022-01-17 19:38:15.560922,99,1000,8,0.1293,0.0501,0.1732,0.0554,0.1886,0.061,0.1863,0.07,0.2396,0.1332,42.6176,0.6221,0.3071,0,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
NewTrainer,2022-01-17 19:38:26.257180,99,1000,2,0.5334,0.4345,0.5236,0.29100000000000004,0.5318,0.2867,0.5204,0.2876,0.5178,0.269,42.6176,0.4972,0.0844,1,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:38:34.114860,99,1000,2,0.4984,0.37,0.4718,0.253,0.4874,0.2626,0.4673,0.2476,0.466,0.184,42.6176,0.5302,0.083,4,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:38:41.208055,99,1000,2,0.5384,0.4411,0.5128,0.3059,0.5175,0.2985,0.5104,0.3021,0.519,0.2862,42.6176,0.5075,0.0865,16,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:38:51.780495,99,1000,4,0.2158,0.0904,0.2352,0.0792,0.2479,0.0863,0.2391,0.0862,0.282,0.142,42.6176,0.5803,0.2187,1,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:38:59.595280,99,1000,4,0.238,0.1068,0.2634,0.0977,0.2775,0.1084,0.2643,0.1008,0.2952,0.1349,42.6176,0.5555,0.1844,4,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:39:06.717262,99,1000,4,0.244,0.1099,0.2703,0.0942,0.2803,0.0996,0.271,0.0959,0.312,0.1296,42.6176,0.5799,0.2032,16,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 19:39:17.377262,99,1000,8,0.1226,0.0508,0.1732,0.0544,0.1878,0.0585,0.1834,0.0643,0.2297,0.1216,42.6176,0.6142,0.2849,1,"Namespace(batch_size=256, data='time', data_name='033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
