trainer_name,now,return_epoch,early_stop_round,hidden_size,trn_loss,val_loss,avg_trn_ano_scr,std_trn_ano_scr,avg_val_ano_scr,std_val_ano_scr,avg_tst_ano_scr,std_tst_ano_scr,avg_true_ano_scr,std_true_ano_scr,IR,roc_auc,pr_auc,sampling_term,config
BaseTrainer,2022-01-17 23:15:11.706553,99,1000,2,0.5524,0.447,0.5317,0.3023,0.5245,0.2925,0.5377,0.3001,0.5543,0.2784,42.6176,0.5261,0.0881,0,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
BaseTrainer,2022-01-17 23:15:18.620604,99,1000,4,0.3163,0.1858,0.3566,0.1571,0.3556,0.1534,0.3616,0.1589,0.3947,0.1763,42.6176,0.5611,0.1254,0,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
BaseTrainer,2022-01-17 23:15:25.500869,99,1000,8,0.1249,0.0397,0.1648,0.0498,0.1654,0.049,0.1733,0.0682,0.2488,0.1481,42.6176,0.6968,0.354,0,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='BaseTrainer', window_size=60)"
NewTrainer,2022-01-17 23:15:36.107983,99,1000,2,0.5373,0.4193,0.5237,0.2945,0.5174,0.2866,0.53,0.2923,0.5364,0.267,42.6176,0.507,0.0855,1,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:15:43.913295,99,1000,2,0.4958,0.3437,0.4733,0.2503,0.4753,0.2523,0.4785,0.2503,0.5016,0.1953,42.6176,0.5629,0.0918,4,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:15:51.027629,99,1000,2,0.5287,0.4229,0.5176,0.3043,0.5114,0.2956,0.5244,0.302,0.5402,0.2785,42.6176,0.5229,0.0874,16,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:16:01.681457,99,1000,4,0.2146,0.0755,0.2308,0.0715,0.23,0.0692,0.237,0.0828,0.3019,0.147,42.6176,0.6547,0.2651,1,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:16:09.515754,99,1000,4,0.2324,0.0909,0.2569,0.0898,0.2562,0.0881,0.2614,0.0956,0.318,0.1389,42.6176,0.6275,0.2244,4,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:16:16.647890,99,1000,4,0.237,0.0885,0.256,0.0784,0.2552,0.0762,0.2621,0.0866,0.3272,0.1362,42.6176,0.6595,0.24100000000000002,16,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
NewTrainer,2022-01-17 23:16:27.364179,99,1000,8,0.1207,0.0409,0.166,0.0523,0.1657,0.051,0.173,0.0668,0.2374,0.1389,42.6176,0.6627,0.3222,1,"Namespace(batch_size=256, data='time', data_name='141_UCR_Anomaly_InternalBleeding5_4000_6200_6370', device='cuda:0', early_stop_round=1000, gpu_id=0, hidden_size=[2, 4, 8], initial_epochs=20, n_epochs=100, sampling_term=[1, 4, 16], train_ratio=0.7, trainer_name='NewTrainer', window_size=60)"
